seed,case,series,x_value,num_goods,num_bidders,initial_efficiency,sealed_efficiency,clock_efficiency,sealed_efficiency_gain,clock_efficiency_gain,clock_minus_sealed_efficiency,sealed_value_queries,clock_value_queries,sealed_rounds,clock_rounds,sealed_payment_error_over_optimum_welfare,clock_payment_error_over_optimum_welfare,sealed_revenue_error_over_optimum_welfare,clock_revenue_error_over_optimum_welfare,sealed_revenue_loss,clock_revenue_loss,sealed_allocation_match,clock_allocation_match,sealed_termination_reason,clock_termination_reason,clock_failure_classification,clock_best_efficiency,clock_final_minus_best_welfare
3,joint_6x6,joint,6,6,6,0.9710589036431733,1.0,0.9710589036431733,0.028941096356826734,0.0,-0.028941096356826734,17,12,4,34,0.05795539666326188,0.16833060946544082,0.037463738508682315,0.06503336738168189,0.054960539460539436,0.09540609390609375,True,False,no_eligible_refinements,no_excess_demand,seen_but_not_refined,0.9710589036431733,0.0
3,joint_7x7,joint,7,7,7,0.9591205211726385,0.9990228013029316,0.9835504885993486,0.03990228013029318,0.02442996742671011,-0.015472312703583069,18,7,6,25,0.4261397394136807,0.45529934853420195,0.19405570032573297,0.311084364820847,0.2311800543267366,0.37059720605355073,False,False,no_eligible_refinements,no_excess_demand,seen_but_not_refined,0.9835504885993486,0.0
3,joint_9x9,joint,9,9,9,0.9299191374663073,0.9973045822102425,0.9501347708894878,0.06738544474393526,0.020215633423180557,-0.047169811320754707,18,11,9,27,0.28560215633423175,0.4461824797843666,0.22091212938005386,0.24490485175202162,0.2637862890247827,0.29243546829739303,False,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.9501347708894878,0.0
4,anchor_8x8,anchor,8,8,8,0.883429054054054,0.9712837837837838,0.9712837837837838,0.08785472972972974,0.08785472972972974,0.0,17,11,5,55,0.38786317567567563,0.40678040540540533,0.11958277027027032,0.1385,0.13574880153403648,0.15722339405560884,False,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.9712837837837838,0.0
4,bidders_8x10,bidders,10,8,10,0.8819392917369308,0.9713322091062394,0.96964586846543,0.08939291736930866,0.08770657672849924,-0.001686340640809414,18,12,5,55,0.3974772344013491,0.42226475548060705,0.11248566610455311,0.1339005059021922,0.12705523809523808,0.15124380952380947,False,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.96964586846543,0.0
4,bidders_8x4,bidders,4,8,4,0.6863197026022305,0.922639405204461,0.9212267657992564,0.23631970260223045,0.23490706319702592,-0.00141263940520453,10,3,4,52,0.35566821561338297,0.3502230483271377,0.12005483271375464,0.11460966542750936,-0.2393356060325342,-0.22848037944195368,False,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.9212267657992564,0.0
4,bidders_8x5,bidders,5,8,5,0.6812546125461255,0.9144280442804428,0.9144280442804428,0.23317343173431726,0.23317343173431726,0.0,12,4,4,52,0.46321808118081176,0.4495000000000002,0.0849892988929889,0.07127121771217729,-0.15278848386347801,-0.12812696938538623,False,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.9144280442804428,0.0
4,bidders_8x6,bidders,6,8,6,0.6812546125461255,0.915830258302583,0.9144280442804428,0.2345756457564575,0.23317343173431726,-0.0014022140221402468,11,5,4,52,0.459970848708487,0.44765498154981564,0.0817420664206641,0.06942619926199278,-0.14646500710767282,-0.12439750074382655,False,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.9144280442804428,0.0
4,bidders_8x7,bidders,7,8,7,0.6812546125461255,0.9144280442804428,0.9144280442804428,0.23317343173431726,0.23317343173431726,0.0,12,6,4,52,0.4829158671586717,0.44302767527675296,0.1046870848708488,0.06479889298893006,-0.18497880941514003,-0.11449762013431602,False,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.9144280442804428,0.0
4,bidders_8x9,bidders,9,8,9,0.8819392917369308,0.9713322091062394,0.9679595278246206,0.08939291736930866,0.08602023608768983,-0.003372681281618828,18,14,5,55,0.3974772344013491,0.37359190556492405,0.11248566610455311,0.13535581787521075,0.12705523809523808,0.15288761904761902,False,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.9679595278246206,0.0
4,goods_10x8,goods,10,10,8,0.9160481927710843,0.9943775100401606,0.9927710843373494,0.07832931726907633,0.0767228915662651,-0.0016064257028112205,30,13,8,46,0.14504289156626518,0.16716497991967885,0.1023691566265061,0.05306634538152606,0.11732989643268134,0.06082172612197924,False,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.9927710843373494,0.0
4,goods_4x8,goods,4,4,8,0.9178532311062432,0.9252573932092005,0.9835706462212487,0.007404162102957357,0.0657174151150055,0.05831325301204815,14,4,6,75,0.38616429353778753,0.42195180722891557,0.035671412924425,0.07676013143483029,0.04071000000000004,0.08760250000000008,False,False,no_eligible_refinements,no_excess_demand,unknown,0.9835706462212487,0.0
4,goods_5x8,goods,5,5,8,0.8597194388777555,0.9869739478957916,0.8977955911823647,0.12725450901803614,0.038076152304609256,-0.08917835671342689,29,31,12,84,0.10983667334669339,0.2535070140280561,0.054491983967935864,0.003006012024048096,0.06236582568807338,0.0034403669724770644,False,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.8977955911823647,0.0
4,goods_6x8,goods,6,6,8,0.7356130268199234,0.9952107279693486,0.921455938697318,0.25959770114942526,0.18584291187739466,-0.07375478927203061,46,34,13,75,0.2284396551724136,1.0322528735632186,0.09322892720306508,0.003630268199233856,0.10766941746498812,-0.004192570632093792,False,False,no_eligible_refinements,no_excess_demand,seen_but_not_refined,0.921455938697318,0.0
4,goods_7x8,goods,7,7,8,0.7916093023255814,0.9069767441860465,0.906046511627907,0.1153674418604651,0.1144372093023256,-0.0009302325581395099,50,36,21,66,0.8439720930232557,0.8183423255813952,0.018969302325581403,0.03575627906976737,0.021833443970962985,0.04115505685346573,False,False,no_eligible_refinements,no_excess_demand,seen_but_not_refined,0.906046511627907,0.0
4,goods_9x8,goods,9,9,8,0.8468459657701711,0.9942950285248574,0.9942950285248574,0.14744906275468628,0.14744906275468628,0.0,36,15,12,55,0.1318953545232275,0.14398255908720464,0.08055061124694389,0.10160277098614516,0.09243451017068054,0.11659256488192668,False,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.9942950285248574,0.0
4,joint_10x10,joint,10,10,10,0.9145789895749799,1.0,0.9961908580593424,0.08542101042502015,0.08161186848436253,-0.0038091419406576232,33,13,10,46,0.13526944667201293,0.3262117080994387,0.08844987971130723,0.042856455493183794,0.10088909215641446,0.04888360393322679,True,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.9961908580593424,0.0
4,joint_4x4,joint,4,4,4,0.9355038759689923,1.0,0.9355038759689923,0.06449612403100768,0.0,-0.06449612403100768,7,5,3,37,0.02296234772978963,0.2791207087486157,0.02296234772978963,0.06481284606865995,0.04858702783766059,-0.13714031305651872,True,False,no_eligible_refinements,no_excess_demand,seen_but_not_refined,0.9355038759689923,0.0
4,joint_5x5,joint,5,5,5,0.9402666666666667,1.0,0.9402666666666667,0.059733333333333305,0.0,-0.059733333333333305,13,4,4,34,0.10894358974358972,0.40619487179487174,0.02114871794871793,0.09850256410256407,0.038114602587800334,-0.17752310536044355,True,False,no_eligible_refinements,no_excess_demand,unknown,0.9402666666666667,0.0
4,joint_6x6,joint,6,6,6,0.7766699314397649,0.8883251714005876,0.8883251714005876,0.11165523996082272,0.11165523996082272,0.0,21,17,8,55,0.4079696376101862,0.3913333986287953,0.11808325171400616,0.10144701273261529,-0.2192134259427621,-0.18832939379613847,False,False,no_eligible_refinements,no_excess_demand,seen_but_not_refined,0.8883251714005876,0.0
4,joint_7x7,joint,7,7,7,0.8599048525214082,0.9279352997145576,0.892464319695528,0.06803044719314932,0.03255946717411973,-0.035470980019029597,12,7,4,37,0.41620856327307343,0.4711920076117983,0.08319238820171282,0.11648068506184625,-0.1498512374031675,-0.2098121615136773,False,False,no_eligible_refinements,no_excess_demand,seen_but_not_refined,0.892464319695528,0.0
4,joint_9x9,joint,9,9,9,0.8454678600488201,1.0,0.9926769731489016,0.15453213995117987,0.14720911310008145,-0.007323026851098424,31,15,9,55,0.09273604556550046,0.14944393816110668,0.09273604556550046,0.10713311635476006,0.10589788617886184,0.12233830429732878,True,False,no_eligible_refinements,no_excess_demand,refined_but_miscalibrated,0.9926769731489016,0.0
